nombre,direccion,telefono,web,email,rating,reviews,categoria,ciudad,google_place_id
"San José Clínica Veterinaria","C. Pérez Casas, 40, 30800 Lorca, Murcia","+34 868 17 55 14","http://veterinariasanjose.es/","","4.8","375","veterinarios","Lorca","ChIJaaV_MrPnZA0RBe6lVay9L4Q"
"Medivet La Seda Lorca","C. la Seda, 1, 30800 Lorca, Murcia","+34 968 46 83 15","https://www.medivetgroup.com/es-es/clinicas-veterinarias/la-seda-lorca/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle_lpm_la_seda_lorca","","4.5","406","veterinarios","Lorca","ChIJ20vNCrPnZA0RRsBYcnnZmvY"
"CLÍNICA VETERINARIA ÓVALO","C. Molins de Reí, 4, 30800 Lorca, Murcia","+34 968 46 88 57","https://www.facebook.com/veterinaria.ovalo1","","4.4","77","veterinarios","Lorca","ChIJR1p97HrnZA0ReXpssvKh-OU"
"Clinica Veterinaria Cervantes","Alameda de Cervantes, 34, 30800 Lorca, Murcia","+34 968 71 06 91","http://www.clinicaveterinariacervantes.com/","","4.2","150","veterinarios","Lorca","ChIJuaKlFkvmZA0R0uFMx75oON8"
"Clínica Veterinaria San Patricio","Av. Europa, 8, 30800 Lorca, Murcia","+34 968 46 01 38","","","4.4","19","veterinarios","Lorca","ChIJn73s9znmZA0R2X9bpUkgeOk"
"CHAUKI VETERINARI@S","Av. Europa, 13, 30800 Lorca, Murcia","+34 694 45 20 47","","","4.1","60","veterinarios","Lorca","ChIJnaxc_znmZA0ROQx-UmNwIBc"
"""GTV"" Gestión Técnica Veterinaria","Cam. de los Chaparros, 19, 30800 Lorca, Murcia","+34 662 56 54 54","","","4.9","14","veterinarios","Lorca","ChIJExZ8mM3nZA0RnEzkr0EfHRg"
"Clinica Veterinaria Megamascotas","Carretera de Murcia Edif, N-301, km 384, 30500 Molina de Segura, Murcia","+34 968 64 08 39","https://www.clinicaveterinariamegamascotas.es/es/","","4.6","895","veterinarios","Molina de Segura","ChIJy-gvfLyAYw0Rj7Bb2sb46IU"
"Clínica Veterinaria Vetam","Av. Conchita la Comadrona, 30500 Molina de Segura, Murcia","+34 686 24 53 15","http://www.vetam.es/","","4.7","1235","veterinarios","Molina de Segura","ChIJ38Cnic16Yw0RbxHBjTbyjBI"
"Clínica Veterinaria PLUMAS","C. Goya, 17, 30500 Molina de Segura, Murcia","+34 968 61 69 64","https://clinicaveterinariaplumas.com/","","4.8","187","veterinarios","Molina de Segura","ChIJJ6Aym6iAYw0RYVidT23JLPs"
"Clínica Veterinaria Tader","Av. Gutiérrez Mellado, 114, 30500 Molina de Segura, Murcia","+34 654 51 73 19","http://veterinariosp.blogspot.com/","","4.9","133","veterinarios","Molina de Segura","ChIJ-WwWGVGHYw0RNusa2AngGKU"
"CLINICANIMAL VETERINARIOS","C. Tejo, 16, 30500 Molina de Segura, Murcia","+34 968 02 40 70","http://www.clinicanimalvet.com/","","4.5","706","veterinarios","Molina de Segura","ChIJuVvG06d4ZA0RDsyqCgFo_EI"
"Clínica Veterinaria Wau","C. Mayor, 44, 30500 Molina de Segura, Murcia","+34 968 64 09 13","http://www.cvwau.com/","","4.8","141","veterinarios","Molina de Segura","ChIJV8xli6mAYw0R7TPl1PBzzQE"
"Clinica Veterinaria Zoopark","Av. de Madrid, 65, 30500 Molina de Segura, Murcia","+34 968 64 10 06","","","4.4","187","veterinarios","Molina de Segura","ChIJuZAzYat4ZA0RfyWJlwQkiMk"
"Clínica Veterinaria La Alcayna","C. Sierra Taibilla, 1, 30507 Molina de Segura, Murcia","+34 968 10 17 48","","","4.8","571","veterinarios","Molina de Segura","ChIJ71dSDu2GYw0RsWADQCwwOh4"
"Clinica Veterinaria Dr.Bernal","Av. del Chorrico, 108, 30500 Molina de Segura, Murcia","+34 968 61 47 29","http://www.clinicaveterinariadrbernal.com/","","4.4","198","veterinarios","Molina de Segura","ChIJUQmtdE2HYw0RPv74GngJ2UI"
"Animal Home Murcia","Calle Viena, Urb. Rincón Molineta, 28, 30500 Molina de Segura, Murcia","+34 604 17 66 18","https://animalhomemurcia.es/","","5","21","veterinarios","Molina de Segura","ChIJbZ0ogZGBYw0RuQdo8R0aAac"
"Panther Clínica Veterinaria","C. San Juan, 5, 30500 Molina de Segura, Murcia","+34 968 61 31 53","https://www.instagram.com/panther.clinicavet%3Figsh%3DNGphZHY3c2hnd2t3%26utm_source%3Dqr","","5","9","veterinarios","Molina de Segura","ChIJP8F0lo-BYw0R2IqnDo365ek"
"Bichosfera","Cam. de la Piedra, 30820 Alcantarilla, Murcia","+34 868 12 74 98","https://www.cvbichosfera.com/","","4.9","129","veterinarios","Alcantarilla","ChIJOY2ZTol_Yw0RyPBTCrH3V70"
"Clínica Veterinaria Albeitar","C. los Pasos, 43, 30820 Alcantarilla, Murcia","+34 968 89 49 35","","","4.6","135","veterinarios","Alcantarilla","ChIJLw-SygGAZA0RdXncoxcKXrY"
"Hospital Veterinario La Rueda","Av. del Príncipe, 57, 30820 Alcantarilla, Murcia","+34 968 83 62 63","http://www.hospitalveterinariolarueda.com/","","4.4","357","veterinarios","Alcantarilla","ChIJyZzqMgiAZA0RQAlLI8u3DNQ"
"Más Que Huellas","Cl. Mayor, 67, 30820 Alcantarilla, Murcia","+34 968 71 43 17","https://masqhuellas.com/https://www.fcebook.coma/Masqhuellas","","4.6","109","veterinarios","Alcantarilla","ChIJyy1iIASAZA0RQvRd9Dq3UBo"
"CLINICA VETERINARIA BRUJA DE LA VILLA","Av. del Príncipe, 100, 30820 Alcantarilla, Murcia","+34 868 94 90 36","https://www.facebook.com/CvBrujaDeLaVilla/%3Flocale%3Des_ES","","4.5","245","veterinarios","Alcantarilla","ChIJ77YRn-J_ZA0RaOk4kPoY54k"
"Alimar Pets","C. Venezuela, 18, 30820 Alcantarilla, Murcia","+34 968 89 41 73","","","4.9","23","veterinarios","Alcantarilla","ChIJTy8KQeF_Yw0RQwkfcpo4qU0"
"Clini - Can","Cl. Mayor, 168, 30820 Alcantarilla, Murcia","","","","0","0","veterinarios","Alcantarilla","ChIJm0aTtAaAZA0RkMjz7XDnQC8"
"ISED Madrid","C. de Murcia, 11, Arganzuela, 28045 Madrid","+34 915 39 44 00","https://www.ised.es/","","4.3","168","academias","Madrid","ChIJgRv9ni8mQg0RinnbOrH0TeM"
"Preparadores de Oposiciones para la Enseñanza, S.L.","Calle de la Princesa, 2, 1º, Oficina 2, Centro, 28008 Madrid","+34 913 08 00 32","http://www.preparadores.eu/","","3.9","265","academias","Madrid","ChIJg3bbWYkoQg0RcxdoC1fa6hw"
"Academia de Cursos Profesionales y FP Davante | Madrid","C. de Alonso Cano, 44, 46, Chamberí, 28003 Madrid","+34 915 24 09 47","https://www.davante.es/centros/davante-madrid/rios-rosas%3Fpiloto%3D1373%26utm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb","","4.3","4512","academias","Madrid","ChIJ3SBv1vAoQg0Rvo9x56UV89I"
"Academia Nota","C. Arcipreste Mariano Aroca, 8, 30011 Murcia","+34 968 25 69 33","http://academianota.com/","","4.9","198","academias","Murcia","ChIJyyqemQaCYw0RowfqM15A1-s"
"Academia CEM ( Centro de Estudios Murcia )","C. La Flota, 10, 30008 Murcia","+34 968 90 60 22","http://www.academiacem.es/","","4.3","41","academias","Murcia","ChIJIVynMxaCYw0R8VBrO_2yM_8"
"Academia Temas Murcia","C. Alejandro Seiquer, 2, 30001 Murcia","+34 616 98 73 92","https://academiatemas.com/","","5","117","academias","Murcia","ChIJJwOCKhjFtUcRPv4XA4zENe4"
"Academia Olimpia","C. Almte. Churruca, 5, Bajo, 30007 Murcia","+34 868 12 97 35","http://www.academiaolimpia.es/","","4.8","156","academias","Murcia","ChIJTxtMRgqDYw0R2iZ6Oyji300"
"Academia Albatros","C. Alhambra, 7, 30011 Murcia","+34 622 36 12 70","http://www.academiaalbatros.es/","","4.8","115","academias","Murcia","ChIJy-DoIBeDYw0RvgovP0_B-NM"
"Academia meta","Vía de Servicio Miguel de Cervantes, 34, 30009 Murcia","","","","5","72","academias","Murcia","ChIJc0MbT7-BYw0ROKNNWBUpWJY"
"Academia Oposiciones Davante MasterD | Murcia","Av. Juan Carlos I, 26, 30007 Murcia","+34 968 24 09 27","https://www.masterd.es/delegaciones/murcia/3200%3Fpiloto%3D773%26utm_source%3Dgoogle%26utm_medium%3DOrganic%26utm_campaign%3DGMB","","4.1","423","academias","Murcia","ChIJyXXAaQOCYw0R49vf2SSRF7Q"
"Academia CES FormaOpositores","P.º Ramón Gaya, 7, 30009 Murcia","+34 968 24 17 72","https://formaopositores.com/","","4.5","235","academias","Murcia","ChIJsSCGJrB4Yw0R6MHJq4LEljk"
"Acadef","Calle de Canarias, 3, C. de Canarias, 5, 28045 Madrid","+34 637 94 07 36","http://www.acadef.es/","","4.5","68","academias","Madrid","ChIJD0fXlpSOQQ0RjFr_uz8Pvk4"
"Academia de oposiciones en Murcia ALC ENTRE PLANTAS","P.º Marqués de Corvera, 19, ENTRESUELO 3A, 30002 Murcia","+34 968 02 28 55","https://alcformacion.com/","","4.9","116","academias","Murcia","ChIJbRdbpgSDYw0RdTjDP69irmA"
"Academia Trivium","Av. Juan Carlos I, 39, 30009 Murcia","","http://www.academiatrivium.com/","","4.8","88","academias","Murcia","ChIJNWVH7yCCYw0RkzrLAzhPKJo"
"Academia de Cursos Profesionales y FP Davante | Murcia","C. Infanta Cristina, 6, 30007 Murcia","+34 968 78 72 30","https://www.davante.es/centros/davante-murcia/vista-alegre-II%3Fpiloto%3D1373%26utm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb","","4.8","93","academias","Murcia","ChIJc3J2cY-DYw0RD15HbMaag08"
"Academia Graduadxs","C. Bilbao, 11, 30110 Murcia","+34 659 54 11 19","","","5","3","academias","Murcia","ChIJBX9tNYSBYw0Ruux_R6v3bNQ"
"Academia Mercurio","C. Infanta Cristina, 30007 Murcia","+34 637 05 40 21","","","4.1","15","academias","Murcia","ChIJF3mm-KKBYw0R497GyTIdnc8"
"Academia MH Ranero","P.º Duques de Lugo, 9, 30009 Murcia","+34 614 16 69 16","https://academiasmh.com/","","5","17","academias","Murcia","ChIJ5bGMWpWBYw0RctkMQnO4p6k"
"Academia Acceso Oposiciones","C. Infanta Cristina, 21, 30007 Murcia","+34 628 68 80 02","http://www.accesopreparaciondeoposiciones.es/","","4.5","16","academias","Murcia","ChIJRdppzwOCYw0RqzUDBar2t4Y"
"Academia Darwin","C. Torre de Romo, 37, 30011 Murcia","+34 669 15 25 08","https://www.darwinacademia.com/","","4.2","10","academias","Murcia","ChIJ26ydOrSDYw0RZgFFEWMnThg"
"BOB Academy","Av. Miguel de Cervantes, 23, 30009 Murcia","+34 634 86 00 06","http://www.bobacademy.es/","","4.9","54","academias","Murcia","ChIJ5XBWt42BYw0RMH-EGKfSoTc"
"Academia de enseñanza Alba","Av. de la Libertad, 8, 2º L Edificio, 30009 ALBA, Murcia","+34 968 71 56 09","http://www.academia-murcia.es/","","4.7","139","academias","ALBA","ChIJuQgQMB6CYw0RO4AnmDytQXs"
"Academia Multiformación","C. Polo de Medina, 21, 30004 Murcia","+34 968 21 27 93","https://multiformacion.es/","","4.3","34","academias","Murcia","ChIJizcqXhuCYw0RM77XvBIKaus"
"Academia Oposiciones Docentes","Edificio Murano, Av. del Rocío, 16, 3ª Planta, 30007 Puente Tocinos, Murcia","+34 968 20 44 36","https://oposicionesdocencia.es/","","4.7","63","academias","Puente Tocinos","ChIJU-2JhmqCYw0RIcbGEk6CwMA"
"GM Oposiciones | Academia de Oposiciones en Murcia","P.º Pedáneo José Marín Serna, 19, bajo 8, 30010 Murcia","+34 968 13 40 56","https://gmoposiciones.es/","","4.8","153","academias","Murcia","ChIJExg7iRuDYw0R6e4AecQlHuE"
"Academia Puerta Nueva","C. Marqués de Ordoño, 3, 1º-A, 30002 Murcia","+34 968 26 38 46","http://www.apuertanueva.com/","","3.7","7","academias","Murcia","ChIJ_7hD_wOCYw0R8FHk1PaEM70"
"Academia Camden","Av. Monte Carmelo, 10, bajo, 30011 Murcia","+34 662 50 70 98","http://www.academiacamden.com/","","5","40","academias","Murcia","ChIJx4Jn0wuCYw0RiPr3vtRtXi0"
"Academia Innováticos","Av. de Zarandona, 29, Piso 2º, 30007 Murcia","+34 654 10 24 11","https://www.innovaticos.com/","","4.6","43","academias","Murcia","ChIJD0b1_WuCYw0R-WiyXiS-0bs"
"Academia Nuevo Vértice","C. Ing. Melchor de Luzón, 4, 30007 Murcia","+34 968 20 20 82","https://www.academianuevovertice.es/","","4.5","31","academias","Murcia","ChIJFdIITBSCYw0RWNt9cUq8ZuI"
"Academia Climent","Atención telefónica en cualquier horario, Av. Europa, 12, Bajo, 30007 Murcia","+34 968 90 02 22","https://climent.net/","","3.7","41","academias","Murcia","ChIJ47DKJiGCYw0RgvwLCx5d1vI"
"epOnline","C. Caravija, 2, entresuelo A, 30008 Murcia","+34 968 81 97 42","http://www.eponline.es/","","4.6","185","academias","Murcia","ChIJhz6ovq2DYw0R0-MNm8lusZE"
"Real Academia de Alfonso X El Sabio de Murcia","Pl. Preciosa, 30008 Murcia","+34 968 23 24 26","https://raax.regmurcia.com/","","5","1","academias","Murcia","ChIJ39EQtx6CYw0RHJi8UpwjMNw"
"Academia Omar Murcia","C. Princesa, 17, 30002 Murcia","+34 656 86 92 48","https://academiaomar.es/","","0","0","academias","Murcia","ChIJz-Pa7keDYw0R99AomH2-los"
"Aula Sur Centro de Estudios","C. Maestro Ibarra, 7, bajo, 30010 San Benito - Patiño, Murcia","+34 747 40 31 74","http://www.aulasur.es/","","5","47","academias","San Benito - Patiño","ChIJv91SPax5Yw0RZ8nP0L4wFto"
"Let´s Go Academy - Academia de inglés en Murcia","Calle Ortega y Gasset, 3, 30009 Murcia","+34 661 90 73 65","http://www.letsgoacademy.es/","","4.9","61","academias","Murcia","ChIJt0UHFIuBYw0RXKkbu3TVOt4"
"Academia Sócrates","C. Junterones, 6, 30008 Murcia","+34 686 17 67 09","","","3.5","8","academias","Murcia","ChIJc0zM3B6CYw0R1xyABJNcWjU"
"Epo","C. Merced, 8, 30001 Murcia","+34 968 24 85 54","https://www.epodocentes.com/","","4.1","83","academias","Murcia","ChIJrWaGTBqCYw0Rnxgpg-wHM1w"
"Foro de Estudios Sociosanitarios (Academia de oposiciones)","Pl. Yesqueros, 5, 30005 Murcia","+34 968 90 30 94","http://www.feslformacion.com/","","5","5","academias","Murcia","ChIJqyeKWvaBYw0RlO0mKIRTSZI"
"Academia Carceller","Av. Europa, 31, 30007 Murcia","+34 968 90 00 62","","","0","0","academias","Murcia","ChIJnxlXOSeCYw0R2qbqlk1gznM"
"Instituto Hispánico de Murcia","C. Enrique Villar, 13, 1C, 30008 Murcia","+34 968 90 03 25","https://ihdemu.com/","","4.8","566","academias","Murcia","ChIJc71cNBqCYw0RdLGpaZeLB7g"
"Englobe Formación | Academia de Oposiciones en Murcia","C. Vicente Aleixandre, 27, 30011 Murcia","+34 601 60 60 19","https://www.englobe.es/","","5","60","academias","Murcia","ChIJJ2qNIRSDYw0ReuE5yUeotSg"
"GRUPO atu Murcia","C. Francisco Alfonso Hidalgo Martinez, 62, 30100 Murcia","+34 647 55 02 93","https://www.grupoatu.com/","","4.2","45","academias","Murcia","ChIJG23j-A2BYw0R24oF1YlVBeA"
"Academia San Antón","Pl. Nueva de San Antón, 6, 30009 Murcia","+34 968 29 25 97","","","4.8","5","academias","Murcia","ChIJb5u1vfOBYw0RhG1PG1qIUn8"
"Academia Idea","C. Emilio Macabich, 6, 30150 La Alberca, Murcia","+34 629 55 93 23","","","5","100","academias","La Alberca","ChIJq6qWBs94Yw0RSki6e9omahQ"
"A10","C. Herradura, 5, 30003 Murcia","+34 676 64 91 15","https://a10academia.com/","","4.9","37","academias","Murcia","ChIJ-VOJ-smDYw0R7Lajlf4ThAE"
"One Way Escuela de Idiomas","C. Cuartel de Artillería, 21, 30002 Murcia","+34 601 18 19 02","https://www.onewayacademy.es/","","4.9","50","academias","Murcia","ChIJS9t-kgGCYw0Ryl9Uc4SLPQ0"
"Academia Universitaria Murcia","Av. de los Jerónimos, 126, 30107 Guadalupe, Murcia","+34 650 58 34 43","http://www.acuniversitaria.com/","","4.1","37","academias","Guadalupe","ChIJd8aXTEuAYw0RMFmDJ4fWARI"
"wake up koala","C. Escultor Nicolás de Bussi, 30002 Murcia","+34 600 53 53 17","","","5","8","academias","Murcia","ChIJPaXv2LGDYw0Rqb1umlaTZQg"
"Arpae - Academia Online de Oposiciones de Justicia","C. Isidoro de la Cierva, 30001 Murcia","+34 691 55 94 53","https://administracionyjusticia.online/","","5","39","academias","Murcia","ChIJE0FhmkODYw0ROstkDHklgco"
"Centro Oficial Examinador de Cambridge Platino","Av. de la Constitución, 5, Entresuelo, 30008 Murcia","+34 968 10 14 14","http://www.kensingtonsite.com/","","4.7","53","academias","Murcia","ChIJnRQflx6CYw0RVqbNO6ZFjT4"
"CESUR Madrid Plaza Elíptica Formación Profesional","Calle Santa Lucrecia, Pl. Elíptica, 11, 28019 Madrid","+34 918 19 20 18","https://www.cesurformacion.com/centros/madrid/plaza-eliptica%3Fmedio%3D01%2520-%2520Google%2520Organico%26utm_source%3D01%2520-%2520Busqueda%26utm_campaign%3Dgmb_madrid_plaza_eliptica","","3.5","347","academias","Madrid","ChIJuXnaM7snQg0RHge0epxQ7fU"
"Preparación de Oposiciones Profesores, Examen PIR , Psicólogo Militar, Oposiciones Psicología Clinica","C. de Cartagena, 164, Chamartín, 28002 Madrid","+34 915 64 42 94","http://www.pir.es/","","4.6","27","academias","Madrid","ChIJA-_f8MQoQg0RDan44cTef4E"
"ERIZO Escuela de Música Online","","+34 646 24 84 29","https://escuelademusicaerizo.com/","","4.9","109","academias","Cartagena","ChIJ961s_LYnQg0RbSQaOJjLKnA"
"La Academia de José Luis Reverte","C. Jiménez de la Espada, 59, 30203 Cartagena, Murcia","+34 690 70 64 46","https://laacademiadejoseluisreverte.es/","","4.9","71","academias","Cartagena","ChIJHxKnKiFCYw0RiWUwui9cxrg"
"La Academia","Pl. Castellini, 12, 1ºD, 30201 Cartagena, Murcia","+34 649 54 31 97","","","5","4","academias","Cartagena","ChIJmaawTPVDYw0RD7Kjnm94BR4"
"Academia Ágora","C. Rubí, Nº9, 30310 Cartagena, Murcia","+34 644 43 29 51","https://www.academia-agora.es/","","4.7","24","academias","Cartagena","ChIJEzX7xhJCYw0RXTiyDMgDJHM"
"Quantico Centro de Estudios Cartagena","C. Tierno Galván, 3, Bajo, 30201 Cartagena, Murcia","+34 611 00 07 77","http://www.quanticoct.com/","","4.7","31","academias","Cartagena","ChIJ-QtYQfpDYw0RDBD_wM6kZhw"
"Centro Formación Uroboro Cartagena","Av. Bruselas, 139, 30392 Cartagena, Murcia","+34 636 40 47 26","","","4.8","19","academias","Cartagena","ChIJQZiRAehBYw0RnV6vG73YLZY"
"Academia Colorines","C. Carmen Conde, 43, 30204 Cartagena, Murcia","+34 868 04 99 75","http://www.academiacolorines.com/","","4.9","9","academias","Cartagena","ChIJI6aCIxhCYw0RKB632ov2zic"
"Academia FFIM","C. Océano Ártico, 4, 2E, 30205 Cartagena, Murcia","+34 686 77 16 80","","","5","49","academias","Cartagena","ChIJ0V9_FL9DYw0RPMctqrJxCp8"
"Academia Santa Ana","Av. de Venecia, 13, C, 30319 Cartagena, Murcia","+34 667 52 05 26","http://www.facebook.com/academiahispanoamerica","","4.5","12","academias","Cartagena","ChIJj5sLd9hpYw0RZvIZJtRYRL4"
"Academia Oposiciones Guardia Civil | Cartagena Murcia | RC Oposiciones","Av. Bruselas, 139, 30392 Cartagena, Murcia","+34 680 92 27 86","https://rcoposiciones.es/","","5","494","academias","Cartagena","ChIJD_xIeA1pYw0RJOCDjkd8JHY"
"PRAXIS formacion","P.º Alfonso XIII, 10, 1º A y B, 30201 Cartagena, Murcia","+34 968 08 50 11","http://www.praxisformacion.com/","","4.9","177","academias","Cartagena","ChIJnfoNMSFCYw0RRbiYZ4W6i20"
"Centro de Estudios Ares Cartagena","C. Francisco de Borja, 4, 30205 Cartagena, Murcia","+34 968 31 50 66","","","3.5","22","academias","Cartagena","ChIJQ9l4lj1CYw0RrXjDbnSmP7k"
"epiACADEMIA","30205 Cartagena, Murcia","+34 637 49 46 64","","","5","10","academias","Cartagena","ChIJjww1H0RDYw0RL2Bck1HArlE"
"Academia Concéntrate","C. Paz de Belgrado, 18, 30300 Cartagena, Murcia","+34 611 14 70 37","https://www.instagram.com/academiaconcentrate%3Figsh%3DMzBkZWh3MWN3bXFw","","5","20","academias","Cartagena","ChIJ4T-nZPtDYw0RjUVcyEvjLRw"
"Academia Monteagudo","C. Príncipe de Asturias, 8, 1º, 30204 Cartagena, Murcia","+34 968 52 62 18","","","3.7","15","academias","Cartagena","ChIJ877JeSdCYw0R3TseJVMH7uk"
"Formación Eureka | Academia especializada en oposiciones del Ejército","P.º de Sorrento, 3, 30319 Cartagena, Murcia","+34 696 02 80 59","http://www.formacioneureka.com/","","4.7","64","academias","Cartagena","ChIJuUlrPoFDYw0R2JFYvCSsZjM"
"Academia Activamente Particulares","C. Madrid, 8, 30310 Cartagena, Murcia","+34 644 15 71 85","https://activamenteparticulares.es/","","4.7","13","academias","Cartagena","ChIJdaSXoPVDYw0R053tFlU3Efk"
"ACADEMIA J.L REVERTE","Pl. Juan XXIII, 4, 30201 Cartagena, Murcia","+34 690 70 64 46","https://www.enfermeriamilitarreverte.es/","","4.9","27","academias","Cartagena","ChIJyVOivzVDYw0RaFKIArdEayw"
"iAcademy","Alameda de San Antón, 30205 Cartagena, Murcia","+34 600 35 11 20","","","4.6","22","academias","Cartagena","ChIJ7UrulQlDYw0RIwaKmWdung8"
"Optativa Academia","C. Lope de Rueda, 30203 Cartagena, Murcia","+34 868 09 02 20","https://www.instagram.com/optativa.academia/","","4.6","29","academias","Cartagena","ChIJJ4cJKY9BYw0RuMM9RExaRSQ"
"Academia Educa Diversia","C. del Parque, 19, 30201 Cartagena, Murcia","+34 673 25 82 16","https://www.educadiversia.com/","","5","23","academias","Cartagena","ChIJp8Y4k-5DYw0R4SFO4Z7cLNY"
"Euroformac","Cl. de Ayala, 87, Salamanca, 28006 Madrid","+34 900 852 425","https://euroformac.com/","","4.6","299","academias","Madrid","ChIJKazHbbooQg0RTIlRvKEb9ps"
"Ezos S.L.","C. Palas, 10, Bajo, 30202 Cartagena, Murcia","+34 868 06 82 96","https://ezos.es/","","4.6","96","academias","Cartagena","ChIJU8iNaVJDYw0Rv1VQ32nZjec"
"Academia ""aprender a aprender""","C Santiago Ramón Y Cajal, 19, 1º izq, 30205 Cartagena, Murcia","+34 690 11 62 10","https://aprenderaaprender.es/","","4.9","74","academias","Cartagena","ChIJtWPnNiNCYw0R2FckeEEff0M"
"Campus Academy","C. Calafate, 2, 30202 Cartagena, Murcia","","","","5","1","academias","Cartagena","ChIJ1UjHSu5BYw0ROy7wlqogQ9E"
"Athenea centro de estudios","C. Juan Fernandez, 22, 30204 Cartagena, Murcia","+34 968 52 78 33","","","4.5","17","academias","Cartagena","ChIJrUTo8SNCYw0Ruq8nJCPd_-A"
"Academia Turin","C. Turín, 70, 30319 Cartagena, Murcia","+34 638 76 69 21","","","4.5","43","academias","Cartagena","ChIJf7j3-chpYw0R2QCdaAepbLA"
"Academia DLC","C. Tomás Luis de Victoria, 4, 30310 Cartagena, Murcia","+34 627 37 97 64","","","5","3","academias","Cartagena","ChIJK1mQNGJCYw0REZWL0zh5bDA"
"Kensite Ciudad Jardin","C. Antonio Oliver, 3, 30204 Cartagena, Murcia","+34 968 10 14 14","https://www.kensingtonsite.com/","","5","21","academias","Cartagena","ChIJ96vA9qRDYw0RF5jJtUyZIgo"
"Academia Maite","C. Asdrúbal, 40, 30204 Cartagena, Murcia","+34 662 45 95 51","","","4.1","13","academias","Cartagena","ChIJP9d3biJCYw0RC8tzu5-Cxzo"
"Vigilant - Centro de estudios - Cartagena","C. Berlín, 3F, 30353 Cartagena, Murcia","+34 968 92 50 50","https://centrovigilant.com/","","4.9","281","academias","Cartagena","ChIJzVfuWehBYw0ROH8uDFLFhaw"
"Centro de Estudios Kensington Site","C Santiago Ramón Y Cajal, 11, Bajo, 30204 Cartagena, Murcia","+34 968 10 14 14","http://www.kensingtonsite.com/","","4.6","149","academias","Cartagena","ChIJT_x4niRCYw0R7ejygdjzYpQ"
"Hello Cartagena!! English Academy","C. Jiménez de la Espada, 36, 30203 Cartagena, Murcia","+34 696 95 79 48","http://www.hellocartagena.es/","","4.8","43","academias","Cartagena","ChIJV3UULSdCYw0RgowpaXflAgE"
"HELLO!! NUEVA CARTAGENA","ESQ, AVENIDA NUEVA CARTAGENA, C. Sierra Nevada, 1, 30310 Cartagena, Murcia","+34 646 08 21 11","http://helloacademy.es/","","4.8","38","academias","Cartagena","ChIJLe2HuW1CYw0RB9agJrCf3jM"
"Academia FUTURO BOMBERO","C. Managua, 16, 30310 Cartagena, Murcia","+34 636 40 47 26","https://futurobombero.com/","","5","26","academias","Cartagena","ChIJgfn2tVVDYw0REXVZ0UHZTew"
